8	-1	0.03191514245473681	0	0.037608985193064624	1	0.9304758723521985
8	-1	0.25163221089472115	0	0.025098530843960444	1	0.7232692582613183
8	-1	0.014626938514700457	0	0.018269121835288074	1	0.9671039396500114
8	-1	0.03175589937915348	0	0.09803181526292867	1	0.870212285357918
8	-1	0.031982424292481666	0	0.06871013395928455	1	0.8993074417482338
8	-1	0.846895302459759	0	0.013952776098263946	1	0.13915192144197705
8	-1	0.909951141572661	0	0.05324818532545807	1	0.03680067310188096
8	-1	0.9204229847079448	0	0.06259735695039002	1	0.016979658341665187
8	-1	0.9548026025041312	0	0.0435208072894489	1	0.0016765902064199319
8	-1	0.23455809294551636	0	0.7356465303549193	1	0.029795376699564214
8	-1	0.9161390526756763	0	0.07328865453245487	1	0.010572292791868871
8	-1	0.9171380333954381	0	0.06122064608290972	1	0.021641320521652133
8	-1	0.531507585788899	0	0.3404342264973372	1	0.1280581877137639
8	-1	0.5190763998304342	0	0.2937540105964888	1	0.18716958957307692
8	-1	0.8170916617589024	0	0.020100838869611556	1	0.16280749937148611
8	-1	0.16202043541457226	0	0.2697596879108002	1	0.5682198766746276
